imageId,image_file,question,answer,fullAnswer,blip_response
n240973,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240973.png,What is the electronic keyboard sitting on?,tray,The keyboard is sitting on the tray.,a desk
n240973,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240973.png,Which kind of device is sitting on the tray?,keyboard,The device is a keyboard.,a laptop
n234683,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n234683.png,Who is holding the phone?,man,The man is holding the telephone.,a man
n14087,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n14087.png,Does that hat look red and soft?,yes,"Yes, the hat is red and soft.",yes
n216553,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n216553.png,What animal is it?,horse,The animal is a horse.,horse
n216553,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n216553.png,What animal is standing?,horse,The animal is a horse.,horse
n356822,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n356822.png,What is the boy that is to the right of the man wearing?,sweater,The boy is wearing a sweater.,a baseball glove
n356822,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n356822.png,What is the boy wearing?,sweater,The boy is wearing a sweater.,a baseball mitt
n507149,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n507149.png,What is the weight of the fine sand?,heavy,The sand is heavy.,it is light
n356822,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n356822.png,Is the person to the left of the girl happy and young?,no,"No, the man is happy but old.",yes
n90294,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n90294.png,On which side is the calculator?,right,The calculator is on the right of the image.,right side
n262920,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n262920.png,What device is hanging on the wall?,screen,The device is a screen.,a projector
n344136,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n344136.png,Which kind of furniture is wooden?,bookcase,The furniture is a bookcase.,sofas
n249903,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n249903.png,Do the glass windows look black and white and closed?,yes,"Yes, the windows are black and white and closed.",no
n14,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n14.png,Is the street sign that is pointing both metallic and tall?,yes,"Yes, the street sign is metallic and tall.",yes
n546884,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n546884.png,Is the straw in the cup on the right?,yes,"Yes, the straw is in the cup.",yes
n507959,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n507959.png,What color is the cabinet?,green,The cabinet is green.,blue
n315859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n315859.png,Does the lake that looks wet look still?,no,"No, the lake is wavy.",no
n119944,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119944.png,What is the animal that is looking down at the person that is sitting next to the chicken called?,elephant,The animal is an elephant.,elephant
n88933,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n88933.png,The sandal that is made of leather is what color?,brown,The sandal is brown.,brown
n86120,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n86120.png,Is the woman near the wall tall and old?,no,"No, the woman is old but short.",no
n570181,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n570181.png,Does the shirt that is made of cotton look short sleeved or long sleeved?,short sleeved,The shirt is short sleeved.,long sleeved
n216553,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n216553.png,Are there white fences or hats?,yes,"Yes, there is a white hat.",no
n58220,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n58220.png,Are the empty tables on the left part or on the right?,right,The tables are on the right of the image.,the right
n293477,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n293477.png,"What type of furniture is the powder lying on top of, a bed or a bookcase?",bed,The powder is lying on top of a bed.,bed
n234722,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n234722.png,Is the sausage to the left of the pan?,yes,"Yes, the sausage is to the left of the pan.",no
n313060,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n313060.png,Does the tank top that is not turned-off look striped?,yes,"Yes, the tank top is striped.",yes
n54424,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n54424.png,Is he playing with a ball?,no,"No, the boy is playing with a Wii controller.",no
n363445,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n363445.png,Do the healthy fruits appear to be eating?,yes,"Yes, the apples are eating.",no
n477702,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n477702.png,How is the patterned clothing item called?,vest,The clothing item is a vest.,a t-shirt
n538039,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n538039.png,Do you see any cow on the grass?,no,"No, there is a man on the grass.",no
n54424,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n54424.png,What kind of furniture is the boy sitting on top of?,couch,The boy is sitting on top of the couch.,couch
n207708,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n207708.png,Is the countertop beige and hard?,yes,"Yes, the countertop is beige and hard.",no
n68769,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n68769.png,Is the long table in front or behind the chair made of wood?,front,The table is in front of the chair.,no
n68769,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n68769.png,What is the item of furniture that is underneath the glass light fixture?,table,The piece of furniture is a table.,a table
n531731,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n531731.png,Who is wearing an athletic shoe?,player,The player is wearing an athletic shoe.,the player
n578564,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n578564.png,Does the cooking utensil made out of wood have rectangular shape?,yes,"Yes, the cutting board is rectangular.",no
n240973,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n240973.png,Does the bowl look black and empty?,no,"No, the bowl is empty but beige.",no
n369313,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n369313.png,Do you see any plates to the right of the dessert that is on top of the table?,no,"No, there is a knife to the right of the cake.","no, that is the cake"
n119886,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119886.png,What is the piece of furniture that the flower pot is on?,shelf,The piece of furniture is a shelf.,a toilet
n347706,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n347706.png,Is the shirt that is made of cloth short sleeved or long sleeved?,long sleeved,The shirt is long sleeved.,long sleeved
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,Who wears gloves?,woman,The woman wears gloves.,soccer goalkeepers
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,Does the woman wear gloves?,yes,"Yes, the woman wears gloves.",yes
n335542,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n335542.png,How is the weather?,partly cloudy,It is partly cloudy.,is a question on a display
n538039,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n538039.png,On which side of the image is the woman?,right,The woman is on the right of the image.,right side
n335542,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n335542.png,How is the weather in the picture?,partly cloudy,It is partly cloudy.,snowy
n315887,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n315887.png,What kind of furniture is flat?,desk,The furniture is a desk.,desk
n271392,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n271392.png,Is the brown car on the right side?,yes,"Yes, the car is on the right of the image.",yes
n167552,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n167552.png,Does the flower look yellow?,no,"No, the flower is red.",no
n260762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260762.png,Is this a truck or a train?,truck,This is a truck.,a train
n77818,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n77818.png,Is there a door or a train in this image?,no,"No, there are no doors or trains.","no, a cat"
n260762,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260762.png,Which kind of vehicle is white?,truck,The vehicle is a truck.,a van
n262929,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n262929.png,Is the small bag on the left side or on the right?,right,The bag is on the right of the image.,right side
n181210,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n181210.png,How hard is the bread that looks light brown?,soft,The bread is soft.,it is soft
n573460,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n573460.png,What pieces of furniture is the audience sitting on?,chairs,The audience is sitting on the chairs.,chairs
n235859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n235859.png,Is the person to the left of the women old and happy?,yes,"Yes, the man is old and happy.",yes
n500209,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n500209.png,Is the picture frame brown and square?,yes,"Yes, the picture frame is brown and square.",no
n125122,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n125122.png,Is the full table below the paintings that look rectangular?,yes,"Yes, the table is below the paintings.",no
n125122,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n125122.png,What type of furniture is below the paintings?,table,The piece of furniture is a table.,a desk
n16656,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n16656.png,Are there white birds or cats in the image?,no,"No, there is a cat but it is black.",no
n157375,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n157375.png,Does the staircase look metallic and white?,yes,"Yes, the staircase is metallic and white.",yes
n160664,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n160664.png,Is the forest behind an elephant?,no,"No, the forest is behind the giraffe.",no
n160664,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n160664.png,What is the animal that the forest is behind of called?,giraffe,The animal is a giraffe.,giraffe
n140421,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n140421.png,Do the chairs below the chandelier have large size?,no,"No, the chairs are small.",no
n161313,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n161313.png,Is the snow both bright and white?,yes,"Yes, the snow is bright and white.",yes
n279173,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n279173.png,Is the person to the right or to the left of the cow that is on the street?,left,The person is to the left of the cow.,to the right
n554880,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n554880.png,What piece of clothing is black?,shirt,The clothing item is a shirt.,a jacket
n279173,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n279173.png,Is the male person to the right of a cow?,no,"No, the person is to the left of a cow.",no
n380113,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n380113.png,Who is staring?,spectator,The spectator is staring.,a girl
n65866,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65866.png,Is the toilet on the right?,no,"No, the toilet is on the left of the image.",yes
n554880,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n554880.png,What article of clothing is black?,shirt,The clothing item is a shirt.,a jacket
n295771,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n295771.png,What is the table made of?,metal,The table is made of metal.,glass
